2022/10/07 08:25:04 buildTime 2.905566088         cpuLoad: 0.00%		 ramLoad: 60.04%		
2022/10/07 08:30:04 buildTime 3.579603258         cpuLoad: 0.00%		 ramLoad: 60.04%		
2022/10/07 08:35:04 buildTime 2.974626700         cpuLoad: 0.42%		 ramLoad: 60.25%		
2022/10/07 08:40:04 buildTime 2.905239249         cpuLoad: 0.00%		 ramLoad: 60.77%		
2022/10/07 08:45:04 buildTime 2.847996694         cpuLoad: 0.03%		 ramLoad: 60.66%		
2022/10/07 08:50:04 buildTime 2.884826301         cpuLoad: 0.00%		 ramLoad: 60.46%		
2022/10/07 08:55:04 buildTime 2.969989828         cpuLoad: 0.00%		 ramLoad: 61.59%		
2022/10/07 09:00:07 buildTime 5.633311048         cpuLoad: 0.00%		 ramLoad: 61.28%		
2022/10/07 09:05:04 buildTime 2.901346974         cpuLoad: 0.02%		 ramLoad: 62.32%		
2022/10/07 09:10:04 buildTime 2.883871163         cpuLoad: 0.02%		 ramLoad: 61.70%		
2022/10/07 09:15:04 buildTime 2.841951354         cpuLoad: 0.08%		 ramLoad: 60.97%		
2022/10/07 09:20:04 buildTime 2.834650875         cpuLoad: 0.02%		 ramLoad: 60.35%		
2022/10/07 09:25:03 buildTime 2.900115058         cpuLoad: 0.03%		 ramLoad: 60.35%		
2022/10/07 09:30:04 buildTime 3.618730717         cpuLoad: 0.00%		 ramLoad: 60.77%		
2022/10/07 09:35:04 buildTime 2.935642891         cpuLoad: 0.00%		 ramLoad: 60.25%		
2022/10/07 09:40:04 buildTime 2.958580081         cpuLoad: 0.02%		 ramLoad: 60.35%		
2022/10/07 09:45:04 buildTime 2.842880682         cpuLoad: 0.19%		 ramLoad: 60.56%		
2022/10/07 09:50:04 buildTime 3.030634192         cpuLoad: 0.00%		 ramLoad: 60.46%		
2022/10/07 09:55:09 buildTime 7.798792217         cpuLoad: 0.00%		 ramLoad: 60.46%		
2022/10/07 10:00:06 buildTime 4.881523839         cpuLoad: 0.06%		 ramLoad: 63.56%		
2022/10/07 10:05:04 buildTime 2.813827621         cpuLoad: 0.18%		 ramLoad: 60.35%		
2022/10/07 10:10:04 buildTime 2.955762559         cpuLoad: 0.00%		 ramLoad: 59.73%		
2022/10/07 10:15:04 buildTime 2.856261987         cpuLoad: 0.00%		 ramLoad: 59.73%		
2022/10/07 10:20:04 buildTime 2.970836437         cpuLoad: 0.17%		 ramLoad: 60.35%		
2022/10/07 10:25:04 buildTime 2.885649508         cpuLoad: 0.28%		 ramLoad: 60.04%		
2022/10/07 10:30:05 buildTime 3.172863740         cpuLoad: 0.08%		 ramLoad: 60.04%		
2022/10/07 10:35:04 buildTime 2.819610459         cpuLoad: 0.05%		 ramLoad: 60.04%		
2022/10/07 10:40:04 buildTime 3.012884914         cpuLoad: 0.24%		 ramLoad: 59.52%		
2022/10/07 10:45:04 buildTime 2.918869876         cpuLoad: 0.00%		 ramLoad: 59.52%		
2022/10/07 10:50:04 buildTime 2.925359950         cpuLoad: 0.00%		 ramLoad: 59.32%		
2022/10/07 10:55:04 buildTime 2.862530951         cpuLoad: 0.02%		 ramLoad: 59.63%		
2022/10/07 11:00:06 buildTime 5.045025248         cpuLoad: 0.00%		 ramLoad: 63.77%		
2022/10/07 11:05:04 buildTime 2.861439971         cpuLoad: 0.05%		 ramLoad: 58.28%		
2022/10/07 11:10:04 buildTime 3.057797742         cpuLoad: 0.01%		 ramLoad: 58.07%		
2022/10/07 11:15:04 buildTime 3.058879318         cpuLoad: 0.00%		 ramLoad: 58.07%		
2022/10/07 11:20:04 buildTime 2.824087514         cpuLoad: 0.00%		 ramLoad: 58.07%		
2022/10/07 11:25:04 buildTime 2.863518881         cpuLoad: 0.01%		 ramLoad: 58.18%		
2022/10/07 11:30:04 buildTime 3.252470991         cpuLoad: 0.06%		 ramLoad: 58.28%		
2022/10/07 11:35:04 buildTime 2.812483620         cpuLoad: 0.00%		 ramLoad: 58.07%		
2022/10/07 11:40:04 buildTime 2.826317098         cpuLoad: 0.02%		 ramLoad: 58.07%		
2022/10/07 11:45:04 buildTime 2.884660275         cpuLoad: 0.15%		 ramLoad: 58.18%		
